Category,Award,Medalist,Country,Entry,Points,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
Sparkling,🥉 HONOR,Haußler Hinterespig,Germany,Secco Apfel Quitte,93.5,https://www.haussler-hinterespig.de/,https://www.facebook.com/HausslerHinterespig/,https://www.instagram.com/Hausslerhinterespig/,https://maps.google.com/?cid=3418392653274902613,,https://untappd.com/w/haussler-hinterespig/405644
Sparkling,🥉 HONOR,Cold Hand Winery,Denmark,Vinter-an Outcider,93,https://www.coldhandwinery.dk/,https://www.facebook.com/Cold-Hand-Winery-280396455326889/,https://www.instagram.com/cold_hand_winery/,https://maps.google.com/?cid=8847115036999398343,https://www.tripadvisor.com/Attraction_Review-g227594-d11638093,https://untappd.com/w/cold-hand-winery/101622
Sparkling,🥉 HONOR,Kühbrein,Austria,Kühbrein Red Love Secco,92,https://www.kuehbreinmost.at/,https://www.facebook.com/KuhbreinMost/,https://www.instagram.com/kuehbrein__/,https://maps.google.com/?cid=6347288815375920345,,https://untappd.com/w/k-hbrein/425089
Sparkling,🥉 HONOR,Valle Ballina y Fernandez,Spain,Spring Cider Apple,92,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266
Sparkling,🥉 HONOR,Cidrerie Milton,Canada,Rubinette,90,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton
Sparkling,🥉 HONOR,Bugarden,Norway,Ramona,89.5,https://www.bugarden.no/,,,https://maps.google.com/?cid=18164183612083637326,,
Sparkling,🥉 HONOR,Pomologik,Sweden,Cidre Brut,89,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Sparkling,🥉 HONOR,Pomologik,Sweden,Sand,89,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Sparkling,🥉 HONOR,Cidrerie du Pays d'Auray,France,Cidre ExtraBrut,88,,,,https://maps.google.com/?cid=9205038680508918633,,https://untappd.com/w/cidrerie-du-pays-d-auray-frana-ois-maho/423523
Sparkling,🥉 HONOR,Pomologik,Sweden,Natur Kultur,87.5,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Sparkling,🥉 HONOR,La Maison Ferré,France,Eden,87.5,https://www.lamaisonferre.fr/,https://www.facebook.com/cidreduperche,https://www.instagram.com/la_maison_ferre,https://maps.google.com/?cid=13764361049917258070,https://www.tripadvisor.com/Attraction_Review-g4926524-d23694021,https://untappd.com/w/la-maison-ferrac/161574
Sparkling,🥉 HONOR,Obst- & Weingut Brüggenwirth,Germany,Orchard Apfelgold Cider,87,https://brueggenwirth.de/,https://www.facebook.com/obsthofbrueggenwirth,https://www.instagram.com/obsthofbrueggenwirth/,https://maps.google.com/?cid=5975244823985496105,,
Sparkling,🥉 HONOR,Quinta da Moscadinha,Portugal,Quinta da Moscadinha Sparkling Natural Cider,86,https://quintadamoscadinha.com/,https://www.facebook.com/quintadamoscadinha,https://www.instagram.com/moscadinha,https://maps.google.com/?cid=1405442820439409429,https://www.tripadvisor.com/Hotel_Review-g1190962-d23314913,https://untappd.com/w/quinta-da-moscadinha/538582
Sparkling,🥉 HONOR,Valle Ballina y Fernandez,Spain,Sidra El Gaitero Rosé,85.5,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266
Sparkling,🥉 HONOR,Nordappel,Germany,Handlese Grünspecht,84,https://www.nordappel.de/,https://www.facebook.com/Nordappelcider/,https://www.instagram.com/nordappelcider/,,,https://untappd.com/NordappelGmbH
Sparkling,🥉 HONOR,Haußler Hinterespig,Germany,Secco Apfel,82.5,https://www.haussler-hinterespig.de/,https://www.facebook.com/HausslerHinterespig/,https://www.instagram.com/Hausslerhinterespig/,https://maps.google.com/?cid=3418392653274902613,,https://untappd.com/w/haussler-hinterespig/405644
Sparkling,🥉 HONOR,Ottercider,Belgium,The Irresistible Otter,82.5,https://www.ottercider.be/,https://www.facebook.com/Ottercider,https://www.instagram.com/ottercider,,,https://untappd.com/Ottercider
Sparkling,🥉 HONOR,Appleblood Cider,Italy,Rosa 2022,82.5,https://applebloodcider.com/,https://www.facebook.com/applebloodcider,https://www.instagram.com/applebloodcider/,https://maps.google.com/?cid=14977227174949746380,,https://untappd.com/w/apple-blood-cider/474058
Sparkling,🥉 HONOR,Weidmann & Groh,Germany,Kult Cider,81,https://weidmann-groh.de/,https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327,,https://maps.google.com/?cid=6569120976887073603,,https://untappd.com/w/weidmann-groh/73065
Sparkling,🥉 HONOR,Bugarden,Norway,Merak,81,https://www.bugarden.no/,,,https://maps.google.com/?cid=18164183612083637326,,
Non-Alcoholic,🥇 GOLD,Obstparadies Staufen,Germany,Paradies-Prickler Apfel-Mostbirne-Eberesche,112.5,https://obstparadies-staufen.de/,https://www.facebook.com/obstparadies.staufen/,https://www.instagram.com/obstparadies.staufen/,https://maps.google.com/?cid=5484244511976453684,,
Non-Alcoholic,🥇 GOLD,Pomolo Obstweine,Germany,Apfel Quitte Secco Ohne Alkohol,109.5,https://pomolo.de/,,,https://maps.google.com/?cid=6027824200436794210,,https://untappd.com/w/pomolo-obstweine/547099
Non-Alcoholic,🥈 SILVER,Obstkelterei van Nahmen,Germany,van Nahmen Frucht-Secco Apfel-Quitte,104,https://www.vannahmen.de/,https://www.facebook.com/vanNahmen/,https://www.instagram.com/van_nahmen/,https://maps.google.com/?cid=7921764717680991434,https://www.tripadvisor.com/Attraction_Review-g1078333-d21378894,https://untappd.com/w/privatkelterei-van-nahmen/141926
Non-Alcoholic,🥈 SILVER,Obstparadies Staufen,Germany,Paradies-Prickler Apfel-Rosenblüte,98.5,https://obstparadies-staufen.de/,https://www.facebook.com/obstparadies.staufen/,https://www.instagram.com/obstparadies.staufen/,https://maps.google.com/?cid=5484244511976453684,,
Non-Alcoholic,🥈 SILVER,Meichle Obst- und Weinbau,Germany,Apfelperle Alkoholfrei,97.5,https://www.meichle-hagnau.de/,,,,,
Non-Alcoholic,🥈 SILVER,Krenzers Rhön,Germany,30 Alte Apfelsorten,97,https://rhoenerlebnis.de/,https://www.facebook.com/krenzersrhoen/,https://www.instagram.com/krenzersrhoen/,https://maps.google.com/?cid=15922504228976266945,https://www.tripadvisor.com/Hotel_Review-g2209506-d11774349,https://untappd.com/w/krenzers-rhon/304067
Non-Alcoholic,🥉 HONOR,Obstkelterei van Nahmen,Germany,van Nahmen Frucht-Secco Apfel-Heidelbeere-Kirsche,93.5,https://www.vannahmen.de/,https://www.facebook.com/vanNahmen/,https://www.instagram.com/van_nahmen/,https://maps.google.com/?cid=7921764717680991434,https://www.tripadvisor.com/Attraction_Review-g1078333-d21378894,https://untappd.com/w/privatkelterei-van-nahmen/141926
Non-Alcoholic,🥉 HONOR,Pomologik,Sweden,Hopple,85.5,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Mixed & Flavoured,🥇 GOLD,Sidra Somarroza,Spain,Biter Bio Somarroza,113.5,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830
Mixed & Flavoured,🥇 GOLD,Sidra Somarroza,Spain,La Sidruca con Limón,109,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,https://untappd.com/w/somarroza/147830
Mixed & Flavoured,🥈 SILVER,Ciderhuset Balholm,Norway,Rha,108,https://www.ciderhuset.no/,https://www.facebook.com/ciderhuset,https://www.instagram.com/ciderhuset/,https://maps.google.com/?cid=12671775028436675444,https://www.tripadvisor.com/Restaurant_Review-g616211-d1991697,https://untappd.com/w/ciderhuset-balholm/64016
Mixed & Flavoured,🥈 SILVER,Stahringer Streuobstmosterei,Germany,Brisanti Holler,104,https://streuobstmosterei.de/,,,https://maps.google.com/?cid=13148909559243530151,,https://untappd.com/w/stahringer-streuobstmosterei/467525
Mixed & Flavoured,🥈 SILVER,OmCider,Norway,Fevoll,103.5,https://omcider.no/,https://www.facebook.com/OmCiderAS/,https://www.instagram.com/omcideras/,https://maps.google.com/?cid=1800091822223931241,,https://untappd.com/w/omcider/492586
Mixed & Flavoured,🥈 SILVER,Sandalen Gård,Norway,Xntrisk,102.5,https://sandalengard.no/,https://www.facebook.com/sandalengard,https://www.instagram.com/sandalengard/,https://maps.google.com/?cid=16897274204164201537,,https://untappd.com/SandalenGrd
Mixed & Flavoured,🥈 SILVER,Apal Sideri,Norway,Svaggen,102.5,https://apalsideri.no/,https://www.facebook.com/apalsideri,https://www.instagram.com/apal_sideri,https://maps.google.com/?cid=5061308997335336207,,https://untappd.com/w/apal-sideri/466579
Mixed & Flavoured,🥈 SILVER,Natur und Mohr,Germany,Obstschäumle Apfel-Holunder,102.5,https://naturundmohr.de/,https://www.facebook.com/naturundmohrshop/,https://www.instagram.com/naturundmohr/,https://maps.google.com/?cid=1442772049758910733,,
Mixed & Flavoured,🥈 SILVER,Betzi Cidergeil,Germany,Betzi Cidergeil Hopf,102,https://www.cidergeil.de/,,https://www.instagram.com/cidergeil/,https://maps.google.com/?cid=16147864463602823634,,https://untappd.com/w/betzi/470935
Mixed & Flavoured,🥈 SILVER,Pomolo Obstweine,Germany,Apfel Quitte Secco,102,https://pomolo.de/,,,https://maps.google.com/?cid=6027824200436794210,,https://untappd.com/w/pomolo-obstweine/547099
Mixed & Flavoured,🥈 SILVER,Lien Gård,Norway,Livlig Eplesider Eple & Stikkelsbær 2021,101,https://www.liengard-telemark.no/,https://www.facebook.com/lien3812Akkerhaugen/,https://www.instagram.com/lien_gard_telemark,https://maps.google.com/?cid=9873512223911132771,,https://untappd.com/LienGrd
Mixed & Flavoured,🥈 SILVER,Pomologik,Sweden,Replicant,100.5,https://www.pomologik.se/,https://www.facebook.com/pomologik,https://www.instagram.com/Pomologik/,https://maps.google.com/?cid=17836181822390207936,,https://untappd.com/Pomologik_swe
Mixed & Flavoured,🥈 SILVER,Cidrerie Milton,Canada,Hollyhop,100.5,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton
Mixed & Flavoured,🥈 SILVER,Ciderhuset Balholm,Norway,Bjor,100.5,https://www.ciderhuset.no/,https://www.facebook.com/ciderhuset,https://www.instagram.com/ciderhuset/,https://maps.google.com/?cid=12671775028436675444,https://www.tripadvisor.com/Restaurant_Review-g616211-d1991697,https://untappd.com/w/ciderhuset-balholm/64016
Mixed & Flavoured,🥈 SILVER,Pomolo Obstweine,Germany,Apfel Mispel Secco,99.5,https://pomolo.de/,,,https://maps.google.com/?cid=6027824200436794210,,https://untappd.com/w/pomolo-obstweine/547099
Mixed & Flavoured,🥈 SILVER,Lepola Drinks,Finland,Lepola Happy Apple Cider,98.5,https://lepoladrinks.fi/,https://www.facebook.com/lepoladrinks/,https://www.instagram.com/lepola_drinks/,https://maps.google.com/?cid=10912023971262858580,,https://untappd.com/w/lepola/401095
Mixed & Flavoured,🥉 HONOR,Lien Gård,Norway,Livlig Eplesider Eple & Solbær 2021,96,https://www.liengard-telemark.no/,https://www.facebook.com/lien3812Akkerhaugen/,https://www.instagram.com/lien_gard_telemark,https://maps.google.com/?cid=9873512223911132771,,https://untappd.com/LienGrd
Mixed & Flavoured,🥉 HONOR,Kelterei Possmann,Germany,Cider Rosé,93.5,https://www.possmann.de/,https://www.facebook.com/possmann.apfelwein/,https://www.instagram.com/possmann_apfelwein/,https://maps.google.com/?cid=7171120638194976908,https://www.tripadvisor.com/Attraction_Review-g187337-d591782,https://untappd.com/w/kelterei-possmann/6861
Mixed & Flavoured,🥉 HONOR,Ebbelboi,Germany,Ebbelboi Cider Hopfen,92.5,https://www.ebbelboi.com/,,https://www.instagram.com/ebbelboi.de/,https://maps.google.com/?cid=12712207984342946205,,https://untappd.com/w/ebbelboi/540160
Mixed & Flavoured,🥉 HONOR,Kystin,France,Sarrasin,88,https://www.kystin.net/,https://www.facebook.com/kystincider,,,,https://untappd.com/brewery/90870
Mixed & Flavoured,🥉 HONOR,Moststub'n Binderberg,Austria,Craft-Cider,87.5,https://binderberg.at/,,,https://maps.google.com/?cid=17913530165367274614,https://www.tripadvisor.com/Restaurant_Review-g1912628-d9610169,
Mixed & Flavoured,🥉 HONOR,Ramborn Cider Co.,Luxembourg,Ramborn Pink Cider,85.5,https://www.ramborn.com/,https://www.facebook.com/RambornUS/,https://www.instagram.com/rambornciderco/,https://maps.google.com/?cid=16691194016355154342,https://www.tripadvisor.com/Attraction_Review-g206525-d12591209,https://untappd.com/Ramborn
Dessert & Fortified,🥇 GOLD,Cidrerie Milton,Canada,Le Glacé 2015,114.5,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton
Dessert & Fortified,🥇 GOLD,Cold Hand Winery,Denmark,Rancio - Sunburned Applewine,114,https://www.coldhandwinery.dk/,https://www.facebook.com/Cold-Hand-Winery-280396455326889/,https://www.instagram.com/cold_hand_winery/,https://maps.google.com/?cid=8847115036999398343,https://www.tripadvisor.com/Attraction_Review-g227594-d11638093,https://untappd.com/w/cold-hand-winery/101622
Dessert & Fortified,🥈 SILVER,Nerø Frukt og Sider,Norway,Nerø Issider,102.5,https://www.nerofrukt.no/,https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/,https://www.instagram.com/nerofrukt/,https://maps.google.com/?cid=2060180241711172985,,https://untappd.com/w/nero-frukt-og-sider/467847
Dessert & Fortified,🥈 SILVER,Zapiain,Spain,Bizi-Goxo Ice Cider 2017,99.5,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229,https://untappd.com/ZapiainSagardoa
Dessert & Fortified,🥉 HONOR,Brinkhall Sparkling,Finland,Kuura Ice 2018,94.5,https://bsp.fi/,https://www.facebook.com/brinkhalls,https://www.instagram.com/brinkhallsparkling/,https://maps.google.com/?cid=10856204128601037922,,https://untappd.com/BrinkhallSparkling
Dessert & Fortified,🥉 HONOR,Mosterei Seiz,Germany,Apfeldessertwein Manzano,94,https://www.mosterei-seiz.de/,https://www.facebook.com/mostereiseiz.gd/,,https://maps.google.com/?cid=17460150387061372281,,https://untappd.com/w/mosterei-seiz/492689
Dessert & Fortified,🥉 HONOR,Hardanger Saft og Siderfabrikk,Norway,Issider,92,https://hardangersider.no/,https://www.facebook.com/HardangerSaftogSiderfabrikk/,https://www.instagram.com/hardangersaftogsiderfabrikk/,https://maps.google.com/?cid=12869878933054305699,https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441,https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913
Dessert & Fortified,🥉 HONOR,Valle Ballina y Fernandez,Spain,1898 Ice Cider,91,https://www.sidraelgaitero.com/,https://www.facebook.com/grupoelgaitero,https://www.instagram.com/grupoelgaitero/,https://maps.google.com/?cid=15753532318992345137,https://www.tripadvisor.com/Attraction_Review-g608997-d3239389,https://untappd.com/brewery/4266
Dessert & Fortified,🥉 HONOR,Krenzers Rhön,Germany,Klassik Halbtrocken,86.5,https://rhoenerlebnis.de/,https://www.facebook.com/krenzersrhoen/,https://www.instagram.com/krenzersrhoen/,https://maps.google.com/?cid=15922504228976266945,https://www.tripadvisor.com/Hotel_Review-g2209506-d11774349,https://untappd.com/w/krenzers-rhon/304067
Dessert & Fortified,🥉 HONOR,Egge Gård,Norway,Egge Gård Iseple,86,https://egge.as/,https://www.facebook.com/eggegaard,https://www.instagram.com/eggegaard/,https://maps.google.com/?cid=12102226315088356258,https://www.tripadvisor.com/Attraction_Review-g2416366-d3474312,https://untappd.com/brewery/41885
